model,display_name,event_date,equity_start,equity_end,daily_pnl,daily_return,gross_exposure,n_signals,n_trades
deep_text_price,Deep text + price,2020-03-02,1018399.1605297934,1019411.8386902479,1012.6781604545425,0.0009943823597887938,0.06898829862500001,4,4
deep_text_price,Deep text + price,2020-03-03,1019411.8386902479,1019423.0128937152,11.17420346735425,1.0961422109547987e-05,0.00032580650000000184,3,1
deep_text_price,Deep text + price,2020-03-04,1019423.0128937152,1019852.5261520563,429.5132583411731,0.00042132976488529997,0.011979607000000003,3,2
deep_text_price,Deep text + price,2020-03-05,1019852.5261520563,1019852.5261520563,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-03-06,1019852.5261520563,1024781.6197926023,4929.093640545918,0.004833143532176737,0.04896872475,4,3
deep_text_price,Deep text + price,2020-03-09,1024781.6197926023,1024502.5368017021,-279.0829909001297,-0.0002723341105167471,0.015930479875000004,2,2
deep_text_price,Deep text + price,2020-03-10,1024502.5368017021,1030323.2477770938,5820.710975391728,0.005681499817035941,0.08139617725,2,2
deep_text_price,Deep text + price,2020-03-11,1030323.2477770938,1030060.5916153849,-262.65616170882765,-0.0002549259781097866,0.003425742500000002,3,1
deep_text_price,Deep text + price,2020-03-12,1030060.5916153849,1028391.6099295635,-1668.9816858214488,-0.0016202752531325178,0.05033899381250001,6,4
deep_text_price,Deep text + price,2020-03-13,1028391.6099295635,1053767.2160390555,25375.606109492015,0.024675041943632774,0.19571926412500001,5,5
deep_text_price,Deep text + price,2020-03-16,1053767.2160390555,1051864.9861857868,-1902.2298532686875,-0.0018051708425878622,0.046727288500000005,2,2
deep_text_price,Deep text + price,2020-03-17,1051864.9861857868,1069556.3760425714,17691.389856784685,0.016819069071722027,0.18369495000000002,4,4
deep_text_price,Deep text + price,2020-03-18,1069556.3760425714,1076409.2511274617,6852.8750848903,0.006407212596166633,0.08827777025000001,4,4
deep_text_price,Deep text + price,2020-03-19,1076409.2511274617,1081905.5870534622,5496.3359260004345,0.005106176781965982,0.06198176737500001,4,3
deep_text_price,Deep text + price,2020-03-20,1081905.5870534622,1082004.2328209926,98.64576753040622,9.117779657563748e-05,0.004291877000000001,3,1
deep_text_price,Deep text + price,2020-03-23,1082004.2328209926,1090505.3704289035,8501.137607910892,0.007856843208225531,0.0482555225,1,1
deep_text_price,Deep text + price,2020-03-24,1090505.3704289035,1106852.9142700227,16347.543841119083,0.014990796271539202,0.11410742937500001,4,4
deep_text_price,Deep text + price,2020-03-25,1106852.9142700227,1123558.4372557194,16705.522985696687,0.015092812035205327,0.11621005218750001,6,3
deep_text_price,Deep text + price,2020-03-26,1123558.4372557194,1139625.5524962593,16067.115240539877,0.014300204339868294,0.09999731475000002,6,3
deep_text_price,Deep text + price,2020-03-27,1139625.5524962593,1139625.5524962593,0.0,0.0,0.0,5,0
deep_text_price,Deep text + price,2020-03-30,1139625.5524962593,1139625.5524962593,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-03-31,1139625.5524962593,1141068.994959028,1443.4424627686185,0.0012665936277112006,0.015638427500000003,4,1
deep_text_price,Deep text + price,2020-04-01,1141068.994959028,1141068.994959028,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-04-02,1141068.994959028,1141068.994959028,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-04-03,1141068.994959028,1144287.0852935638,3218.0903345357824,0.0028202416757904577,0.03736529250000001,1,1
deep_text_price,Deep text + price,2020-04-07,1144287.0852935638,1144287.0852935638,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-04-08,1144287.0852935638,1144287.0852935638,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-04-09,1144287.0852935638,1144287.0852935638,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-04-13,1144287.0852935638,1144287.0852935638,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-04-14,1144287.0852935638,1143818.6405568516,-468.44473671209624,-0.000409376932356025,0.014574342500000004,2,1
deep_text_price,Deep text + price,2020-04-15,1143818.6405568516,1143037.2737848621,-781.3667719896143,-0.0006831212084541804,0.023512594750000004,3,2
deep_text_price,Deep text + price,2020-04-16,1143037.2737848621,1142695.8724367255,-341.40134813656124,-0.00029867910344349665,0.025642701875000007,3,1
deep_text_price,Deep text + price,2020-04-17,1142695.8724367255,1142695.8724367255,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-04-20,1142695.8724367255,1141157.7549332231,-1538.1175035024567,-0.0013460427578359236,0.0168449525,3,1
deep_text_price,Deep text + price,2020-04-21,1141157.7549332231,1142580.9464043449,1423.1914711217175,0.0012471470004644521,0.018868484750000004,3,1
deep_text_price,Deep text + price,2020-04-22,1142580.9464043449,1142580.9464043449,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-04-23,1142580.9464043449,1142529.1393588847,-51.80704546027329,-4.534212269450836e-05,0.011314475000000001,2,1
deep_text_price,Deep text + price,2020-04-24,1142529.1393588847,1142529.1393588847,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-04-29,1142529.1393588847,1143065.9303648514,536.7910059666871,0.0004698269719999442,0.024049697125000005,5,2
deep_text_price,Deep text + price,2020-04-30,1143065.9303648514,1142702.9001972126,-363.0301676386907,-0.00031759337584562277,0.04076835312500001,6,4
deep_text_price,Deep text + price,2020-05-01,1142702.9001972126,1147511.3058905099,4808.405693297203,0.004207922892702335,0.049291809625,3,1
deep_text_price,Deep text + price,2020-05-04,1147511.3058905099,1152275.5455198877,4764.239629377893,0.004151801908113378,0.078285151375,3,2
deep_text_price,Deep text + price,2020-05-05,1152275.5455198877,1152430.1194172623,154.57389737458755,0.0001341466439824915,0.02258606387500001,4,2
deep_text_price,Deep text + price,2020-05-06,1152430.1194172623,1153912.9553850356,1482.8359677733304,0.0012867035864379708,0.027676392500000008,1,1
deep_text_price,Deep text + price,2020-05-07,1153912.9553850356,1154109.877174871,196.92178983552438,0.00017065567113753037,0.007169775500000003,2,1
deep_text_price,Deep text + price,2020-05-08,1154109.877174871,1154109.877174871,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-05-11,1154109.877174871,1154109.877174871,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-05-12,1154109.877174871,1154492.9467527454,383.0695778742695,0.0003319177709595381,0.009628952000000003,3,1
deep_text_price,Deep text + price,2020-05-13,1154492.9467527454,1154492.9467527454,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-05-14,1154492.9467527454,1154492.9467527454,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-05-15,1154492.9467527454,1154492.9467527454,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-05-19,1154492.9467527454,1154492.9467527454,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-05-20,1154492.9467527454,1154492.9467527454,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-05-21,1154492.9467527454,1153470.604622617,-1022.3421301285046,-0.0008855334569206829,0.015078237500000006,1,1
deep_text_price,Deep text + price,2020-05-22,1153470.604622617,1153470.604622617,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-05-27,1153470.604622617,1153470.604622617,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-05-28,1153470.604622617,1154291.959653979,821.3550313619892,0.0007120727897792535,0.015555642500000003,2,1
deep_text_price,Deep text + price,2020-05-29,1154291.959653979,1154291.959653979,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-06-01,1154291.959653979,1154291.959653979,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-06-03,1154291.959653979,1154270.21425488,-21.745399098912042,-1.8838733924327638e-05,0.0014311295000000016,2,1
deep_text_price,Deep text + price,2020-06-04,1154270.21425488,1154270.21425488,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-06-05,1154270.21425488,1159119.2536452,4849.039390319976,0.004200956873387045,0.035313337000000014,3,2
deep_text_price,Deep text + price,2020-06-08,1159119.2536452,1162284.9905529378,3165.7369077377984,0.0027311572107720445,0.045750871250000005,1,1
deep_text_price,Deep text + price,2020-06-09,1162284.9905529378,1165768.8141142074,3483.8235612695867,0.002997391852760841,0.04873628187500001,1,1
deep_text_price,Deep text + price,2020-06-11,1165768.8141142074,1173837.3640077526,8068.549893545169,0.006921226400858853,0.10912595075,6,4
deep_text_price,Deep text + price,2020-06-12,1173837.3640077526,1175637.6655048726,1800.3014971199134,0.0015336890376135815,0.03323129200000001,3,2
deep_text_price,Deep text + price,2020-06-15,1175637.6655048726,1175489.5243258337,-148.1411790388242,-0.000126009214731314,0.014237540000000007,2,1
deep_text_price,Deep text + price,2020-06-16,1175489.5243258337,1175489.5243258337,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-06-17,1175489.5243258337,1175489.5243258337,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-06-18,1175489.5243258337,1175736.2463464765,246.72202064279193,0.00020988874467791778,0.013314144500000007,3,1
deep_text_price,Deep text + price,2020-06-19,1175736.2463464765,1176123.4854452605,387.2390987840899,0.00032935881664566355,0.012588260000000002,3,1
deep_text_price,Deep text + price,2020-06-23,1176123.4854452605,1176066.0687347637,-57.41671049680911,-4.8818607235848294e-05,0.00449697875,1,1
deep_text_price,Deep text + price,2020-06-24,1176066.0687347637,1176066.0687347637,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-06-25,1176066.0687347637,1176592.1201178005,526.0513830369422,0.00044729747504991725,0.022040336000000008,3,1
deep_text_price,Deep text + price,2020-06-26,1176592.1201178005,1176550.7998188233,-41.32029897711599,-3.5118626302697826e-05,0.0075716915,3,1
deep_text_price,Deep text + price,2020-06-29,1176550.7998188233,1176550.7998188233,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-06-30,1176550.7998188233,1176379.4086427772,-171.3911760461301,-0.000145672567705978,0.0031562877500000033,4,1
deep_text_price,Deep text + price,2020-07-01,1176379.4086427772,1176379.4086427772,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-07-02,1176379.4086427772,1176734.7819271728,355.37328439565397,0.0003020907045675496,0.011293041500000003,2,1
deep_text_price,Deep text + price,2020-07-06,1176734.7819271728,1176574.9687709014,-159.81315627139722,-0.0001358106845534612,0.01167950975,2,1
deep_text_price,Deep text + price,2020-07-07,1176574.9687709014,1176595.0680433183,20.09927241682025,1.708286590340841e-05,0.0006406377500000019,2,1
deep_text_price,Deep text + price,2020-07-08,1176595.0680433183,1177375.9133762761,780.845332957821,0.0006636483138216528,0.031917744500000005,2,1
deep_text_price,Deep text + price,2020-07-09,1177375.9133762761,1179152.595932389,1776.6825561128069,0.0015090189428268006,0.03331244250000001,5,3
deep_text_price,Deep text + price,2020-07-10,1179152.595932389,1178815.370475733,-337.2254566559338,-0.00028598966564567514,0.00928249,1,1
deep_text_price,Deep text + price,2020-07-13,1178815.370475733,1178815.370475733,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-07-14,1178815.370475733,1178470.2295676747,-345.1409080581544,-0.00029278622989015353,0.021731175000000002,5,3
deep_text_price,Deep text + price,2020-07-16,1178470.2295676747,1178482.1138501507,11.88428247609119,1.0084499529912584e-05,0.014945688250000004,3,2
deep_text_price,Deep text + price,2020-07-17,1178482.1138501507,1178482.1138501507,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-07-21,1178482.1138501507,1177705.3449342418,-776.7689159088187,-0.0006591266059788399,0.04312674575000001,1,1
deep_text_price,Deep text + price,2020-07-22,1177705.3449342418,1180535.2759437228,2829.931009480899,0.0024029193903666204,0.048521196550000006,2,2
deep_text_price,Deep text + price,2020-07-23,1180535.2759437228,1182723.0457572404,2187.76981351758,0.0018532015587324755,0.03960276607500002,3,3
deep_text_price,Deep text + price,2020-07-24,1182723.0457572404,1187591.9556848342,4868.909927593888,0.004116694897474125,0.04758040375000001,2,1
deep_text_price,Deep text + price,2020-07-28,1187591.9556848342,1187634.0244132234,42.068728389325386,3.542355451967181e-05,0.020562970000000007,2,2
deep_text_price,Deep text + price,2020-07-29,1187634.0244132234,1187634.0244132234,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-07-30,1187634.0244132234,1188985.0119296347,1350.987516411429,0.0011375453116366499,0.04123643943750001,4,3
deep_text_price,Deep text + price,2020-07-31,1188985.0119296347,1188985.0119296347,0.0,0.0,0.0,5,0
deep_text_price,Deep text + price,2020-08-03,1188985.0119296347,1188985.0119296347,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-08-04,1188985.0119296347,1188330.6160853284,-654.3958443063424,-0.000550381912085087,0.009864455000000001,2,1
deep_text_price,Deep text + price,2020-08-05,1188330.6160853284,1188411.3224112382,80.70632590974269,6.791571707174424e-05,0.0108998945,2,1
deep_text_price,Deep text + price,2020-08-06,1188411.3224112382,1188172.4693793405,-238.85303189760452,-0.00020098515336674968,0.008840111000000001,2,1
deep_text_price,Deep text + price,2020-08-07,1188172.4693793405,1188172.4693793405,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-08-10,1188172.4693793405,1188170.718667033,-1.7507123075441637,-1.4734496486513226e-06,0.003915234500000003,1,1
deep_text_price,Deep text + price,2020-08-11,1188170.718667033,1191184.5635493083,3013.8448822754813,0.0025365419589338206,0.019328037500000003,3,1
deep_text_price,Deep text + price,2020-08-12,1191184.5635493083,1192654.7719233101,1470.2083740017424,0.0012342406197919842,0.028969622000000007,1,1
deep_text_price,Deep text + price,2020-08-13,1192654.7719233101,1192592.0587693823,-62.71315392779946,-5.2582822292042135e-05,0.007448126750000003,4,1
deep_text_price,Deep text + price,2020-08-14,1192592.0587693823,1192592.0587693823,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-08-17,1192592.0587693823,1192592.0587693823,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-08-18,1192592.0587693823,1192592.0587693823,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-08-19,1192592.0587693823,1193615.9973128217,1023.9385434393438,0.000858582392788973,0.013080880625000003,2,1
deep_text_price,Deep text + price,2020-08-20,1193615.9973128217,1194290.1070037086,674.1096908868575,0.0005647626141107989,0.012849013749999999,4,2
deep_text_price,Deep text + price,2020-08-21,1194290.1070037086,1194442.557904575,152.4509008664062,0.00012764980633464526,0.028519673375,4,2
deep_text_price,Deep text + price,2020-08-24,1194442.557904575,1194310.5787864116,-131.97911816353675,-0.00011049431995714328,0.00849326225,2,1
deep_text_price,Deep text + price,2020-08-25,1194310.5787864116,1195935.4514342933,1624.8726478817143,0.0013605109732284333,0.021202925375,3,1
deep_text_price,Deep text + price,2020-08-26,1195935.4514342933,1197216.3896796468,1280.9382453534467,0.0010710764061866457,0.03180987312500001,4,3
deep_text_price,Deep text + price,2020-08-27,1197216.3896796468,1197144.3943492423,-71.99533040448257,-6.013560374306871e-05,0.021066175000000006,4,2
deep_text_price,Deep text + price,2020-08-28,1197144.3943492423,1202216.8039144347,5072.409565192457,0.004237090854816872,0.03371089756250001,4,1
deep_text_price,Deep text + price,2020-08-31,1202216.8039144347,1204524.1124235077,2307.3085090730797,0.001919211660958698,0.0457442114375,3,3
deep_text_price,Deep text + price,2020-09-01,1204524.1124235077,1208190.4359271019,3666.323503594074,0.003043794197043856,0.0568458307857143,2,2
deep_text_price,Deep text + price,2020-09-02,1208190.4359271019,1213573.972291586,5383.536364484003,0.004455867390104739,0.04937878825,3,1
deep_text_price,Deep text + price,2020-09-03,1213573.972291586,1213573.972291586,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-09-04,1213573.972291586,1228534.3967693308,14960.424477744768,0.012327575260612313,0.08157091273214287,2,2
deep_text_price,Deep text + price,2020-09-08,1228534.3967693308,1235618.0489927174,7083.652223386588,0.005765937235468884,0.06054844225000001,2,2
deep_text_price,Deep text + price,2020-09-09,1235618.0489927174,1236826.4156880928,1208.366695375526,0.0009779451638478355,0.0348140455,3,2
deep_text_price,Deep text + price,2020-09-10,1236826.4156880928,1236995.2068517292,168.79116363634415,0.0001364711826133171,0.008993302250000003,4,1
deep_text_price,Deep text + price,2020-09-11,1236995.2068517292,1243537.4932121623,6542.286360433033,0.005288853444374919,0.04300708712500002,2,2
deep_text_price,Deep text + price,2020-09-14,1243537.4932121623,1247263.9911647907,3726.4979526284915,0.0029966912722531854,0.051919616875000005,2,2
deep_text_price,Deep text + price,2020-09-15,1247263.9911647907,1247242.2035625912,-21.787602199568884,-1.746831653435449e-05,0.0007142727500000002,4,1
deep_text_price,Deep text + price,2020-09-16,1247242.2035625912,1247337.986081365,95.7825187738068,7.679544398050035e-05,0.004810658499999999,2,1
deep_text_price,Deep text + price,2020-09-17,1247337.986081365,1246986.5461735285,-351.4399078365854,-0.0002817519483557688,0.0126195265,3,2
deep_text_price,Deep text + price,2020-09-18,1246986.5461735285,1247028.7861658423,42.239992313695126,3.387365520767782e-05,0.008267539428571431,3,2
deep_text_price,Deep text + price,2020-09-21,1247028.7861658423,1244820.9095598822,-2207.876605960118,-0.0017705097351830438,0.055240962000000005,4,3
deep_text_price,Deep text + price,2020-09-22,1244820.9095598822,1252336.6039016577,7515.694341775459,0.006037570773479939,0.063274393725,3,3
deep_text_price,Deep text + price,2020-09-23,1252336.6039016577,1252336.6039016577,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-09-24,1252336.6039016577,1252802.7557659699,466.1518643121343,0.0003722256962384051,0.028609563750000004,4,3
deep_text_price,Deep text + price,2020-09-25,1252802.7557659699,1252845.7327780793,42.97701210947714,3.430469154994856e-05,0.0014372150000000002,2,1
deep_text_price,Deep text + price,2020-09-28,1252845.7327780793,1252799.1778751772,-46.55490290213835,-3.71593259123027e-05,0.006442460000000003,3,1
deep_text_price,Deep text + price,2020-09-29,1252799.1778751772,1252900.9885143219,101.8106391446623,8.126652774257026e-05,0.008009215250000002,3,1
deep_text_price,Deep text + price,2020-09-30,1252900.9885143219,1252900.9885143219,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-10-01,1252900.9885143219,1252900.9885143219,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-10-02,1252900.9885143219,1253151.370546213,250.3820318910058,0.0001998418344197385,0.006490244750000002,4,1
deep_text_price,Deep text + price,2020-10-06,1253151.370546213,1253151.370546213,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-10-07,1253151.370546213,1253145.2522028976,-6.118343315251039,-4.882365737336446e-06,0.028277068000000013,4,2
deep_text_price,Deep text + price,2020-10-08,1253145.2522028976,1253145.2522028976,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-10-09,1253145.2522028976,1253645.487028675,500.23482577729203,0.0003991834345603048,0.006284327000000004,2,1
deep_text_price,Deep text + price,2020-10-12,1253645.487028675,1253400.2912625433,-245.19576613152083,-0.00019558620731979903,0.0073730075,2,1
deep_text_price,Deep text + price,2020-10-13,1253400.2912625433,1253400.2912625433,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-10-14,1253400.2912625433,1253417.0302790657,16.739016522483762,1.3354884819455915e-05,0.0021734502500000016,2,1
deep_text_price,Deep text + price,2020-10-15,1253417.0302790657,1253417.0302790657,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-10-16,1253417.0302790657,1253417.0302790657,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-10-19,1253417.0302790657,1253502.2038681249,85.17358905918452,6.795311297168281e-05,0.005151183500000001,1,1
deep_text_price,Deep text + price,2020-10-20,1253502.2038681249,1253502.2038681249,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-10-21,1253502.2038681249,1253502.2038681249,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-10-22,1253502.2038681249,1253312.1990944275,-190.00477369725994,-0.0001515791301450711,0.012508023500000002,3,1
deep_text_price,Deep text + price,2020-10-26,1253312.1990944275,1253381.276910488,69.07781606057722,5.51162081646448e-05,0.00409107425,1,1
deep_text_price,Deep text + price,2020-10-27,1253381.276910488,1253381.276910488,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-10-28,1253381.276910488,1253609.1727383402,227.89582785207426,0.00018182482222315002,0.015348139250000007,1,1
deep_text_price,Deep text + price,2020-10-29,1253609.1727383402,1254548.4420132996,939.269274959377,0.0007492520758345042,0.019434746500000002,2,2
deep_text_price,Deep text + price,2020-10-30,1254548.4420132996,1254548.4420132996,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-11-02,1254548.4420132996,1253976.5214266106,-571.9205866889215,-0.0004558776429319088,0.029691928250000006,1,1
deep_text_price,Deep text + price,2020-11-03,1253976.5214266106,1253734.5945248508,-241.92690175977816,-0.00019292777625895687,0.004724378750000003,1,1
deep_text_price,Deep text + price,2020-11-04,1253734.5945248508,1253913.1723758464,178.57785099554198,0.00014243672606260074,0.0040130187500000015,2,1
deep_text_price,Deep text + price,2020-11-05,1253913.1723758464,1253913.1723758464,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-11-06,1253913.1723758464,1253913.1723758464,0.0,0.0,0.0,1,0
deep_text_price,Deep text + price,2020-11-09,1253913.1723758464,1253913.1723758464,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-11-10,1253913.1723758464,1253913.1723758464,0.0,0.0,0.0,3,0
deep_text_price,Deep text + price,2020-11-11,1253913.1723758464,1256670.1636050816,2756.9912292352906,0.0021987098389049486,0.05103920025000001,3,3
deep_text_price,Deep text + price,2020-11-12,1256670.1636050816,1257562.9616895865,892.7980845048048,0.0007104474271463435,0.023019823375000005,3,2
deep_text_price,Deep text + price,2020-11-13,1257562.9616895865,1257518.404210597,-44.557478989520355,-3.5431608871221515e-05,0.0036529850000000005,1,1
deep_text_price,Deep text + price,2020-11-17,1257518.404210597,1257518.404210597,0.0,0.0,0.0,2,0
deep_text_price,Deep text + price,2020-11-18,1257518.404210597,1257954.2058602737,435.8016496765927,0.00034655687600068625,0.013352982500000006,4,1
deep_text_price,Deep text + price,2020-11-19,1257954.2058602737,1257954.2058602737,0.0,0.0,0.0,4,0
deep_text_price,Deep text + price,2020-11-20,1257954.2058602737,1261501.882278271,3547.6764179972233,0.0028201952038238816,0.0538141935,3,3
deep_text_price,Deep text + price,2020-11-24,1261501.882278271,1262377.609626704,875.7273484328562,0.0006941942463465005,0.023838113500000008,4,2
