ticker,event_date,target_end_date,future_return_1d,true_label,abnormal_score,post_count,prob_negative,prob_neutral,prob_positive,model,display_name,predicted_label,confidence,direction,conviction,position_pct_raw,position_pct,gross_position_pct,trade_return,pnl,equity_start
TSLA,2020-01-24,2020-01-27,-0.0120392728355797,neutral,-0.3578175486992638,1,0.17302507,0.38345316,0.4435218,deep_text_price,Deep text + price,positive,0.4435218,1.0,0.16528270000000006,0.008264135000000004,0.008264135000000004,0.008264135000000004,-0.0120392728355797,-99.9063343329333,1004142.5371250615
AAPL,2020-01-27,2020-01-28,0.0282891923099679,positive,2.588775340903921,2,0.29910651499999996,0.35797323999999997,0.34292022499999997,deep_text_price,Deep text + price,neutral,0.35797323999999997,0.0,0.03695985999999998,0.0,0.0,0.0,0.0,0.0,1004042.6307907286
FB,2020-01-27,2020-01-28,0.0135895936833345,positive,1.2623205588323445,1,0.21568425,0.49287012,0.29144558,deep_text_price,Deep text + price,neutral,0.49287012,0.0,0.23930518000000006,0.0,0.0,0.0,0.0,0.0,1004042.6307907286
AAPL,2020-01-28,2020-01-29,0.0209323509805494,positive,1.6173189935107637,2,0.36125392,0.308853965,0.329892085,deep_text_price,Deep text + price,negative,0.36125392,-1.0,0.04188088000000004,-0.002094044000000002,-0.002094044000000002,0.002094044000000002,-0.0209323509805494,-44.01046567932403,1004042.6307907286
BA,2020-01-28,2020-01-29,0.0172478082393308,positive,1.0523264590375452,1,0.1819633,0.5282745,0.28976223,deep_text_price,Deep text + price,neutral,0.5282745,0.0,0.29241175,0.0,0.0,0.0,0.0,0.0,1004042.6307907286
SBUX,2020-01-28,2020-01-29,-0.0212188820995972,negative,-1.6143681131493055,1,0.2663091,0.2165796,0.5171113,deep_text_price,Deep text + price,positive,0.5171113,1.0,0.27566695000000013,0.013783347500000008,0.013783347500000008,0.013783347500000008,-0.0212188820995972,-293.6495625515261,1004042.6307907286
AAPL,2020-01-29,2020-01-30,-0.0014490798743258,neutral,-0.1030838720350339,2,0.272542985,0.43837574,0.28908129,deep_text_price,Deep text + price,neutral,0.43837574,0.0,0.15756361000000005,0.0,0.0,0.0,-0.0,-0.0,1003704.9707624977
BA,2020-01-29,2020-01-30,0.0039749117716398,neutral,0.2426017904137143,2,0.165518165,0.5473166700000001,0.287165155,deep_text_price,Deep text + price,neutral,0.5473166700000001,0.0,0.32097500500000015,0.0,0.0,0.0,0.0,0.0,1003704.9707624977
FB,2020-01-29,2020-01-30,-0.0613716534587153,negative,-5.35562941383713,1,0.2391247,0.47591126,0.28496414,deep_text_price,Deep text + price,neutral,0.47591126,0.0,0.21386689000000003,0.0,0.0,0.0,-0.0,-0.0,1003704.9707624977
TSLA,2020-01-29,2020-01-30,0.1029622586653555,positive,2.9740081551206745,2,0.120146102,0.32484535999999997,0.5550085499999999,deep_text_price,Deep text + price,positive,0.5550085499999999,1.0,0.33251282499999996,0.01662564125,0.01662564125,0.01662564125,0.1029622586653555,1718.1557941056071,1003704.9707624977
AMZN,2020-01-30,2020-01-31,0.0737913558648475,positive,6.493243677082033,3,0.13169006333333333,0.24490689333333338,0.6234030833333334,deep_text_price,Deep text + price,positive,0.6234030833333334,1.0,0.43510462500000013,0.021755231250000007,0.021755231250000007,0.021755231250000007,0.0737913558648475,1614.0540165223388,1005423.1265566034
MSFT,2020-01-30,2020-01-31,-0.0147585790021212,negative,-1.2892121254871842,1,0.39261562,0.3392058,0.26817858,deep_text_price,Deep text + price,negative,0.39261562,-1.0,0.08892343000000003,-0.004446171500000001,-0.004446171500000001,0.004446171500000001,0.0147585790021212,65.97503442129077,1005423.1265566034
TSLA,2020-01-30,2020-01-31,0.0152306904735053,neutral,0.4681829461245744,3,0.10618436333333332,0.3339510833333333,0.5598645666666667,deep_text_price,Deep text + price,positive,0.5598645666666667,1.0,0.33979685000000015,0.016989842500000008,0.016989842500000008,0.016989842500000008,0.0152306904735053,260.1703586760054,1005423.1265566034
V,2020-01-30,2020-01-31,-0.0443783197961811,negative,-4.540014861488085,1,0.33370608,0.31193522,0.3543587,deep_text_price,Deep text + price,positive,0.3543587,1.0,0.03153805000000007,0.0015769025000000035,0.0015769025000000035,0.0015769025000000035,-0.0443783197961811,-70.35979536591849,1005423.1265566034
AAPL,2020-01-31,2020-02-03,-0.0027460337882215,neutral,-0.1881879220852561,2,0.240443075,0.34757003,0.411986965,deep_text_price,Deep text + price,positive,0.411986965,1.0,0.1179804475,0.005899022375,0.005899022375,0.005899022375,-0.0027460337882215,-16.317052896568264,1007292.9661708571
AMZN,2020-01-31,2020-02-03,-0.0022501685803328,neutral,-0.1964177651489307,1,0.20320702,0.23531625,0.5614767,deep_text_price,Deep text + price,positive,0.5614767,1.0,0.34221505000000013,0.017110752500000007,0.017110752500000007,0.017110752500000007,-0.0022501685803328,-38.782872011242866,1007292.9661708571
MCD,2020-01-31,2020-02-03,0.0056549531314258,neutral,0.6604517379725483,1,0.32344946,0.33319765,0.34335285,deep_text_price,Deep text + price,positive,0.34335285,1.0,0.015029275000000009,0.0007514637500000004,0.0007514637500000004,0.0007514637500000004,0.0056549531314258,4.280483689702164,1007292.9661708571
MSFT,2020-01-31,2020-02-03,0.0243789017920683,positive,1.9188242115101453,1,0.18202785,0.41740486,0.4005673,deep_text_price,Deep text + price,neutral,0.41740486,0.0,0.12610729,0.0,0.0,0.0,0.0,0.0,1007292.9661708571
TSLA,2020-01-31,2020-02-03,0.198948593763949,positive,5.28806936754828,2,0.20523719499999998,0.49634498000000005,0.298417825,deep_text_price,Deep text + price,neutral,0.49634498000000005,0.0,0.2445174700000001,0.0,0.0,0.0,0.0,0.0,1007292.9661708571
AAPL,2020-02-03,2020-02-04,0.0330138920620219,positive,1.8673965622512871,1,0.39659813,0.27460483,0.32879704,deep_text_price,Deep text + price,negative,0.39659813,-1.0,0.09489719500000002,-0.004744859750000001,-0.004744859750000001,0.004744859750000001,-0.0330138920620219,-157.7807430356449,1007242.1467296389
AMZN,2020-02-03,2020-02-04,0.0226873421407756,positive,1.1794832754453473,1,0.17778397,0.4667405,0.35547557,deep_text_price,Deep text + price,neutral,0.4667405,0.0,0.20011075000000003,0.0,0.0,0.0,0.0,0.0,1007242.1467296389
DIS,2020-02-04,2020-02-05,-0.0232155653396517,negative,-1.9215559661839716,1,0.47396263,0.20762862,0.31840867,deep_text_price,Deep text + price,negative,0.47396263,-1.0,0.21094394500000002,-0.010547197250000001,-0.010547197250000001,0.010547197250000001,0.0232155653396517,246.59381871943046,1007084.3659866033
TSLA,2020-02-04,2020-02-05,-0.1717583947927872,negative,-3.139467291083182,1,0.96541935,0.03429181,0.00028891777,deep_text_price,Deep text + price,negative,0.96541935,-1.0,0.948129025,-0.04740645125,-0.04740645125,0.04740645125,0.1717583947927872,8200.140107640422,1007084.3659866033
DIS,2020-02-05,2020-02-06,0.0094080575034687,neutral,0.705308265932425,1,0.27092034,0.38936216,0.3397175,deep_text_price,Deep text + price,neutral,0.38936216,0.0,0.08404324000000005,0.0,0.0,0.0,0.0,0.0,1015531.0999129631
TSLA,2020-02-05,2020-02-06,0.0194093169425442,neutral,0.3254907071007596,10,0.560035705,0.43855971699999996,0.001404587405,deep_text_price,Deep text + price,negative,0.560035705,-1.0,0.34005355750000005,-0.017002677875000004,-0.017002677875000004,0.017002677875000004,-0.0194093169425442,-335.1357876795402,1015531.0999129631
BA,2020-02-06,2020-02-07,-0.0137070351967085,negative,-0.7503231076579951,1,0.22426254,0.45319375,0.3225437,deep_text_price,Deep text + price,neutral,0.45319375,0.0,0.17979062500000004,0.0,0.0,0.0,-0.0,-0.0,1015195.9641252835
TSLA,2020-02-06,2020-02-07,-0.001188323805631,neutral,-0.0157282136167789,4,0.015786284325,0.983903815,0.000309889655,deep_text_price,Deep text + price,neutral,0.983903815,0.0,0.9758557225,0.0,0.0,0.0,-0.0,-0.0,1015195.9641252835
TSLA,2020-02-07,2020-02-10,0.0310264963298576,neutral,0.4117514201057748,2,0.00639440225,0.95108059,0.0425250315,deep_text_price,Deep text + price,neutral,0.95108059,0.0,0.926620885,0.0,0.0,0.0,0.0,0.0,1015195.9641252835
AAPL,2020-02-10,2020-02-11,-0.0060336681592594,neutral,-0.3258721206371788,3,0.16868080333333335,0.3831477333333333,0.44817145666666663,deep_text_price,Deep text + price,positive,0.44817145666666663,1.0,0.17225718499999998,0.008612859249999999,0.008612859249999999,0.008612859249999999,-0.0060336681592594,-52.7568253302401,1015195.9641252835
MSFT,2020-02-10,2020-02-11,-0.0225755014610978,negative,-1.5549474154961898,1,0.3594691,0.29480678,0.34572417,deep_text_price,Deep text + price,negative,0.3594691,-1.0,0.03920365000000001,-0.0019601825000000006,-0.0019601825000000006,0.0019601825000000006,0.0225755014610978,44.924556260795214,1015195.9641252835
AMZN,2020-02-11,2020-02-12,0.0042774695978846,neutral,0.2183255438015705,1,0.29536793,0.35282114,0.3518109,deep_text_price,Deep text + price,neutral,0.35282114,0.0,0.029231709999999994,0.0,0.0,0.0,0.0,0.0,1015188.1318562141
TSLA,2020-02-11,2020-02-12,-0.0091556579336954,neutral,-0.1229501141431473,1,0.076138206,0.89220524,0.031656604,deep_text_price,Deep text + price,neutral,0.89220524,0.0,0.8383078600000001,0.0,0.0,0.0,-0.0,-0.0,1015188.1318562141
DIS,2020-02-12,2020-02-13,-0.0066970801360783,neutral,-0.4436097683181818,1,0.30835918,0.38457802,0.30706277,deep_text_price,Deep text + price,neutral,0.38457802,0.0,0.07686703000000006,0.0,0.0,0.0,-0.0,-0.0,1015188.1318562141
TSLA,2020-02-12,2020-02-13,0.04784365255178,neutral,0.658112958492379,1,0.0056947405,0.96665424,0.027651014,deep_text_price,Deep text + price,neutral,0.96665424,0.0,0.9499813600000001,0.0,0.0,0.0,0.0,0.0,1015188.1318562141
TSLA,2020-02-13,2020-02-14,-0.0049377556683485,neutral,-0.0676146779299457,8,0.0345505865,0.8100349525,0.15541445625,deep_text_price,Deep text + price,neutral,0.8100349525,0.0,0.7150524287500001,0.0,0.0,0.0,-0.0,-0.0,1015188.1318562141
CCL,2020-02-14,2020-02-18,0.007511706996361,neutral,0.3117939970576764,1,0.30645254,0.31813958,0.3754079,deep_text_price,Deep text + price,positive,0.3754079,1.0,0.06311185000000005,0.003155592500000003,0.003155592500000003,0.003155592500000003,0.007511706996361,24.0639040099346,1015188.1318562141
AAPL,2020-02-18,2020-02-19,0.0144827084691874,positive,0.7904354052785063,1,0.17336363,0.30792677,0.51870966,deep_text_price,Deep text + price,positive,0.51870966,1.0,0.27806449,0.0139032245,0.0139032245,0.0139032245,0.0144827084691874,204.4194193865645,1015212.1957602241
BABA,2020-02-18,2020-02-19,0.0073463495236207,neutral,0.3353719686597321,1,0.24906804,0.34846118,0.4024708,deep_text_price,Deep text + price,positive,0.4024708,1.0,0.10370620000000005,0.005185310000000003,0.005185310000000003,0.005185310000000003,0.0073463495236207,38.672579337289726,1015212.1957602241
TSLA,2020-02-18,2020-02-19,0.0687558089532556,positive,0.9562303224454196,1,0.031145941,0.8455218,0.12333226,deep_text_price,Deep text + price,neutral,0.8455218,0.0,0.7682827000000001,0.0,0.0,0.0,0.0,0.0,1015212.1957602241
BABA,2020-02-19,2020-02-20,-0.018456862661085,negative,-0.8543929110380019,1,0.1990489,0.44296327,0.35798776,deep_text_price,Deep text + price,neutral,0.44296327,0.0,0.16444490500000006,0.0,0.0,0.0,-0.0,-0.0,1015455.2877589479
MSFT,2020-02-19,2020-02-20,-0.015271251041921,negative,-0.9474790543573414,1,0.3114126,0.32995528,0.3586321,deep_text_price,Deep text + price,positive,0.3586321,1.0,0.03794815000000004,0.0018974075000000022,0.0018974075000000022,0.0018974075000000022,-0.015271251041921,-29.42361537603428,1015455.2877589479
TSLA,2020-02-19,2020-02-20,-0.0196311050979861,neutral,-0.2715568154699604,1,0.24965364,0.70156604,0.048780356,deep_text_price,Deep text + price,neutral,0.70156604,0.0,0.5523490600000001,0.0,0.0,0.0,-0.0,-0.0,1015455.2877589479
AAPL,2020-02-20,2020-02-21,-0.0226353248101323,negative,-1.1981686424691085,1,0.1615794,0.33676338,0.50165725,deep_text_price,Deep text + price,positive,0.50165725,1.0,0.25248587500000014,0.012624293750000008,0.012624293750000008,0.012624293750000008,-0.0226353248101323,-290.16300717660744,1015425.8641435719
DIS,2020-02-20,2020-02-21,-0.009973438471735,neutral,-0.6444716040179179,1,0.26468202,0.3199714,0.41534662,deep_text_price,Deep text + price,positive,0.41534662,1.0,0.12301993000000003,0.006150996500000002,0.006150996500000002,0.006150996500000002,-0.009973438471735,-62.29290922053502,1015425.8641435719
XOM,2020-02-20,2020-02-21,-0.0121950224346719,neutral,-0.7020013455321389,1,0.3206458,0.46283242,0.21652181,deep_text_price,Deep text + price,neutral,0.46283242,0.0,0.19424863000000006,0.0,0.0,0.0,-0.0,-0.0,1015425.8641435719
MSFT,2020-02-21,2020-02-24,-0.0431158045642091,negative,-2.6096095222409077,1,0.3924202,0.34043628,0.26714358,deep_text_price,Deep text + price,negative,0.3924202,-1.0,0.08863030000000002,-0.004431515000000001,-0.004431515000000001,0.004431515000000001,0.0431158045642091,193.94838567102843,1015073.4082271748
TSLA,2020-02-21,2020-02-24,-0.0745949032764651,negative,-1.0229651171984222,1,0.42511678,0.5061395,0.06874368,deep_text_price,Deep text + price,neutral,0.5061395,0.0,0.25920925,0.0,0.0,0.0,-0.0,-0.0,1015073.4082271748
TSLA,2020-02-24,2020-02-25,-0.0406337396414488,neutral,-0.5568821753492524,3,0.19328748333333334,0.5837436266666667,0.22296887333333335,deep_text_price,Deep text + price,neutral,0.5837436266666667,0.0,0.3756154400000001,0.0,0.0,0.0,-0.0,-0.0,1015267.3566128458
AAPL,2020-02-25,2020-02-26,0.0158634870577296,neutral,0.710161236851278,1,0.637545,0.13175091,0.23070413,deep_text_price,Deep text + price,negative,0.637545,-1.0,0.4563175000000001,-0.022815875000000006,-0.022815875000000006,0.022815875000000006,-0.0158634870577296,-367.4651947152783,1015267.3566128458
TSLA,2020-02-25,2020-02-26,-0.0263904705767898,neutral,-0.3476165477772665,5,0.20859171400000004,0.756761518,0.034646781800000005,deep_text_price,Deep text + price,neutral,0.756761518,0.0,0.6351422770000001,0.0,0.0,0.0,-0.0,-0.0,1015267.3566128458
AAPL,2020-02-26,2020-02-27,-0.0653682020188755,negative,-2.8876549888862444,1,0.55502236,0.12619655,0.31878105,deep_text_price,Deep text + price,negative,0.55502236,-1.0,0.3325335400000001,-0.016626677000000006,-0.016626677000000006,0.016626677000000006,0.0653682020188755,1103.050017143212,1014899.8914181305
MSFT,2020-02-26,2020-02-27,-0.0704590192221678,negative,-3.342243714327628,2,0.3984925,0.191823355,0.4096842,deep_text_price,Deep text + price,positive,0.4096842,1.0,0.11452630000000003,0.005726315000000002,0.005726315000000002,0.005726315000000002,-0.0704590192221678,-409.48220587359464,1014899.8914181305
TSLA,2020-02-26,2020-02-27,-0.1281458395846268,negative,-1.6671751487077082,3,0.3956259066666667,0.45621565000000003,0.14815846333333335,deep_text_price,Deep text + price,neutral,0.45621565000000003,0.0,0.18432347500000007,0.0,0.0,0.0,-0.0,-0.0,1014899.8914181305
BAC,2020-02-27,2020-02-28,-0.0216271461325306,negative,-1.089846657938946,1,0.59231645,0.15751044,0.25017312,deep_text_price,Deep text + price,negative,0.59231645,-1.0,0.38847467500000005,-0.019423733750000005,-0.019423733750000005,0.019423733750000005,0.0216271461325306,426.63042748488203,1015593.4592294001
MSFT,2020-02-27,2020-02-28,0.024212821000803,positive,1.162427407994667,1,0.42621368,0.24863534,0.32515094,deep_text_price,Deep text + price,negative,0.42621368,-1.0,0.13932052,-0.006966026,-0.006966026,0.006966026,-0.024212821000803,-171.2972448056142,1015593.4592294001
TSLA,2020-02-27,2020-02-28,-0.0162150478009942,neutral,-0.2089873022519808,8,0.031861302125,0.8174754325,0.150663281875,deep_text_price,Deep text + price,neutral,0.8174754325,0.0,0.7262131487500001,0.0,0.0,0.0,-0.0,-0.0,1015593.4592294001
DIS,2020-02-28,2020-03-02,0.01980454364199,positive,0.9474778928032984,1,0.5991469,0.1304987,0.2703544,deep_text_price,Deep text + price,negative,0.5991469,-1.0,0.3987203500000001,-0.019936017500000007,-0.019936017500000007,0.019936017500000007,-0.01980454364199,-401.08120794058675,1015848.7924120794
JNJ,2020-02-28,2020-03-02,0.0411956713408028,positive,3.8410370948346255,1,0.48380446,0.1301394,0.38605615,deep_text_price,Deep text + price,negative,0.48380446,-1.0,0.22570669000000002,-0.0112853345,-0.0112853345,0.0112853345,-0.0411956713408028,-472.27514447390246,1015848.7924120794
NVDA,2020-02-28,2020-03-02,0.0235495068544064,neutral,0.6160878502582162,2,0.16305972000000002,0.35187908,0.48506119000000003,deep_text_price,Deep text + price,positive,0.48506119000000003,1.0,0.22759178500000007,0.011379589250000004,0.011379589250000004,0.011379589250000004,0.0235495068544064,272.2309333127421,1015848.7924120794
TSLA,2020-02-28,2020-03-02,0.1132203429321523,positive,1.3442892652897538,3,0.0135025495,0.2878204,0.6986770333333334,deep_text_price,Deep text + price,positive,0.6986770333333334,1.0,0.5480155500000002,0.027400777500000015,0.027400777500000015,0.027400777500000015,0.1132203429321523,3151.4935368156434,1015848.7924120794
AAPL,2020-03-02,2020-03-03,-0.0317588530932387,negative,-1.2674291510437312,4,0.529141295,0.15918525249999999,0.3116734025,deep_text_price,Deep text + price,negative,0.529141295,-1.0,0.2937119425,-0.014685597125,-0.014685597125,0.014685597125,0.0317588530932387,474.97904823127203,1018399.1605297934
MCD,2020-03-02,2020-03-03,-0.0150087807746187,negative,-1.204343474653942,1,0.3308648,0.09293331,0.576202,deep_text_price,Deep text + price,positive,0.576202,1.0,0.36430300000000004,0.018215150000000003,0.018215150000000003,0.018215150000000003,-0.0150087807746187,-278.4172879799254,1018399.1605297934
MSFT,2020-03-02,2020-03-03,-0.0479193058045303,negative,-1.8560411498797784,1,0.54185027,0.13223603,0.3259137,deep_text_price,Deep text + price,negative,0.54185027,-1.0,0.312775405,-0.01563877025,-0.01563877025,0.01563877025,0.0479193058045303,763.1873267763,1018399.1605297934
TSLA,2020-03-02,2020-03-03,0.0025416095259802,neutral,0.031161610675923,3,0.007155026133333333,0.38686122666666667,0.60598375,deep_text_price,Deep text + price,positive,0.60598375,1.0,0.4089756250000001,0.020448781250000006,0.020448781250000006,0.020448781250000006,0.0025416095259802,52.92907342689592,1018399.1605297934
AAPL,2020-03-03,2020-03-04,0.0463842327122545,positive,1.4335426645929192,2,0.328640335,0.34282376999999997,0.3285359,deep_text_price,Deep text + price,neutral,0.34282376999999997,0.0,0.014235654999999986,0.0,0.0,0.0,0.0,0.0,1019411.8386902479
GOOG,2020-03-03,2020-03-04,0.0336439638544594,positive,1.449089700440393,1,0.32584006,0.33648258,0.33767742,deep_text_price,Deep text + price,positive,0.33767742,1.0,0.006516130000000037,0.00032580650000000184,0.00032580650000000184,0.00032580650000000184,0.0336439638544594,11.17420346735425,1019411.8386902479
TSLA,2020-03-03,2020-03-04,0.0053520173720666,neutral,0.062918500548253,6,0.0045725178166666665,0.9100718649999999,0.08535562333333334,deep_text_price,Deep text + price,neutral,0.9100718649999999,0.0,0.8651077975,0.0,0.0,0.0,0.0,0.0,1019411.8386902479
BA,2020-03-04,2020-03-05,-0.0803546213349694,negative,-2.8028775534926647,1,0.36870053,0.3318864,0.2994131,deep_text_price,Deep text + price,negative,0.36870053,-1.0,0.05305079500000007,-0.0026525397500000037,-0.0026525397500000037,0.0026525397500000037,0.0803546213349694,217.28372249087755,1019423.0128937152
